stat_id,course_id,instructor_id,gpa,enrollment,withdraw,past_classes
Kim-Spoon (PSYC) PSYC 4364,PSYC 4364,Kim-Spoon (PSYC),3.61,22.0,0.0,1
Kim-Spoon (PSYC) PSYC 4994,PSYC 4994,Kim-Spoon (PSYC),4.0,16.0,0.0,1
Kim-Spoon (PSYC) PSYC 5984,PSYC 5984,Kim-Spoon (PSYC),3.88,11.0,0.0,1
Kim-Spoon (PSYC) PSYC 6944,PSYC 6944,Kim-Spoon (PSYC),4.0,11.0,0.0,1
Kimbrell (HD) HD 4714,HD 4714,Kimbrell (HD),3.42,41.0,0.0,2
Kimbrell (PSYC) PSYC 4994,PSYC 4994,Kimbrell (PSYC),4.0,5.0,0.0,1
Kimbrough (NEUR) NEUR 2035,NEUR 2035,Kimbrough (NEUR),3.44,27.25,0.25,8
Kimbrough (NEUR) NEUR 2554,NEUR 2554,Kimbrough (NEUR),3.56,22.5,0.0,2
Kimbrough (NEUR) NEUR 2994,NEUR 2994,Kimbrough (NEUR),3.8,5.0,0.0,1
Kimbrough (NEUR) NEUR 3554,NEUR 3554,Kimbrough (NEUR),3.64,29.33,0.0,3
Kimbrough (NEUR) NEUR 4034,NEUR 4034,Kimbrough (NEUR),3.89,74.0,1.0,1
Kimbrough (NEUR) NEUR 4594,NEUR 4594,Kimbrough (NEUR),4.0,18.5,0.0,2
Kimmel (NR) NR 5014,NR 5014,Kimmel (NR),3.73,14.0,0.0,2
Kimmel (NR) NR 5274,NR 5274,Kimmel (NR),3.92,13.71,0.0,7
Kimmel (NR) NR 5394,NR 5394,Kimmel (NR),3.78,6.0,0.0,1
Kimmel (NR) NR 5884,NR 5884,Kimmel (NR),3.97,11.0,0.0,5
Kimmel (PHYS) PHYS 2205,PHYS 2205,Kimmel (PHYS),3.49,186.0,2.0,1
Kincade (FMD) FMD 3104,FMD 3104,Kincade (FMD),3.7,31.5,0.0,6
Kincade (FMD) FMD 3244,FMD 3244,Kincade (FMD),3.79,23.0,0.0,1
Kincade (FMD) FMD 4024,FMD 4024,Kincade (FMD),3.98,16.33,0.0,3
Kincade (FMD) FMD 4234,FMD 4234,Kincade (FMD),3.76,20.56,0.0,9
Kincade (FMD) FMD 4984,FMD 4984,Kincade (FMD),3.81,15.0,0.0,1
Kinder (APS) APS 3624,APS 3624,Kinder (APS),3.13,8.0,0.0,1
Kinder (BC) BC 1014,BC 1014,Kinder (BC),3.47,31.75,0.0,4
Kinder (BC) BC 2984,BC 2984,Kinder (BC),3.27,32.0,1.0,1
Kinder (DASC) DASC 4964,DASC 4964,Kinder (DASC),4.0,7.0,0.0,1
Kinder (ENGL) ENGL 1614,ENGL 1614,Kinder (ENGL),3.6,50.67,0.67,3
Kinder (ENGL) ENGL 1624,ENGL 1624,Kinder (ENGL),3.19,53.43,0.86,7
Kinder (ENGL) ENGL 2634,ENGL 2634,Kinder (ENGL),3.07,18.0,1.0,1
Kinder (ENGL) ENGL 3624,ENGL 3624,Kinder (ENGL),3.34,13.0,0.0,2
Kinder (ENGL) ENGL 3764,ENGL 3764,Kinder (ENGL),3.41,18.74,0.13,31
Kindlund (MSE) MSE 3134,MSE 3134,Kindlund (MSE),2.45,41.0,4.0,1
Kindlund (MSE) MSE 5114,MSE 5114,Kindlund (MSE),3.68,6.0,0.0,1
Kindsvater (FIW) FIW 4414,FIW 4414,Kindsvater (FIW),3.43,71.75,1.0,4
Kindsvater (FIW) FIW 6004,FIW 6004,Kindsvater (FIW),4.0,6.0,0.0,1
King (ARCH) ARCH 2044,ARCH 2044,King (ARCH),3.75,85.67,0.0,3
King (ARCH) ARCH 4016,ARCH 4016,King (ARCH),4.0,16.0,0.0,1
King (ARCH) ARCH 4164,ARCH 4164,King (ARCH),4.0,8.0,0.0,2
King (ARCH) ARCH 4974,ARCH 4974,King (ARCH),4.0,8.0,0.0,2
King (ARCH) ARCH 5064,ARCH 5064,King (ARCH),3.97,10.17,0.0,6
King (ARCH) ARCH 5134,ARCH 5134,King (ARCH),3.86,5.0,0.0,1
King (ART) ART 1604,ART 1604,King (ART),3.51,16.75,0.0,4
King (ART) ART 3504,ART 3504,King (ART),3.75,11.4,0.2,5
King (ART) ART 3574,ART 3574,King (ART),3.67,6.0,0.0,1
King (ART) ART 3604,ART 3604,King (ART),3.77,15.86,0.14,7
King (ART) ART 3704,ART 3704,King (ART),3.92,15.0,0.0,2
King (ART) ART 4504,ART 4504,King (ART),3.69,11.0,0.0,10
King (ART) ART 4544,ART 4544,King (ART),3.71,9.0,0.0,1
King (ART) ART 4894,ART 4894,King (ART),3.9,23.0,0.0,1
King (ART) ART 5534,ART 5534,King (ART),4.0,10.0,0.0,1
King (ART) ART 5604,ART 5604,King (ART),4.0,7.0,0.0,1
King (ART) ART 5724,ART 5724,King (ART),4.0,5.0,0.0,1
King (COMM) COMM 2034,COMM 2034,King (COMM),3.46,19.0,0.0,1
King (CRIM) CRIM 4454,CRIM 4454,King (CRIM),2.79,16.33,0.33,3
King (CS) CS 1044,CS 1044,King (CS),3.48,66.0,0.0,1
King (ENGL) ENGL 1105,ENGL 1105,King (ENGL),2.85,13.0,0.0,1
King (ENGL) ENGL 1106,ENGL 1106,King (ENGL),3.56,18.0,0.0,2
King (ENGL) ENGL 3824,ENGL 3824,King (ENGL),3.7,20.33,0.0,3
King (ENGL) ENGL 3844,ENGL 3844,King (ENGL),3.27,18.0,0.0,1
King (ENGL) ENGL 4984,ENGL 4984,King (ENGL),4.0,7.0,0.0,1
King (GEOG) GEOG 2084,GEOG 2084,King (GEOG),3.57,28.0,1.0,1
King (GEOS) GEOS 2014,GEOS 2014,King (GEOS),3.49,140.17,1.67,6
King (GEOS) GEOS 3044,GEOS 3044,King (GEOS),3.88,9.0,0.0,2
King (GEOS) GEOS 3104,GEOS 3104,King (GEOS),3.16,16.14,0.14,7
King (GEOS) GEOS 5124,GEOS 5124,King (GEOS),4.0,5.0,0.0,1
King (GEOS) GEOS 6104,GEOS 6104,King (GEOS),4.0,7.0,0.0,3
King (HD) HD 1004,HD 1004,King (HD),3.27,40.0,0.0,1
King (SOC) SOC 1004,SOC 1004,King (SOC),3.0,306.43,13.14,7
King (SOC) SOC 3104,SOC 3104,King (SOC),2.9,21.0,2.0,1
King (SOC) SOC 4024,SOC 4024,King (SOC),3.24,17.67,0.67,3
King (SOC) SOC 4124,SOC 4124,King (SOC),3.42,19.0,0.0,1
King (SOC) SOC 4454,SOC 4454,King (SOC),3.15,11.0,0.0,2
King (SOC) SOC 5114,SOC 5114,King (SOC),3.87,12.0,0.0,3
King (WGS) WGS 1824,WGS 1824,King (WGS),3.1,80.0,4.0,2
Kingston (CHEM) CHEM 4984,CHEM 4984,Kingston (CHEM),2.65,13.0,0.0,1
Kingston (CHEM) CHEM 6504,CHEM 6504,Kingston (CHEM),3.3,7.0,0.0,1
Kiran (CHE) CHE 2164,CHE 2164,Kiran (CHE),2.88,54.83,2.33,6
Kiran (CHE) CHE 4104,CHE 4104,Kiran (CHE),2.88,87.5,2.5,2
Kiran (CHE) CHE 4974,CHE 4974,Kiran (CHE),4.0,21.67,0.0,3
Kiran (CHE) CHE 4984,CHE 4984,Kiran (CHE),3.82,5.0,0.0,1
Kiran (CHE) CHE 4994,CHE 4994,Kiran (CHE),3.97,25.75,0.25,4
Kiran (EDCI) EDCI 5244,EDCI 5244,Kiran (EDCI),4.0,15.0,0.0,2
Kiran (EDCI) EDCI 5784,EDCI 5784,Kiran (EDCI),4.0,12.0,0.0,1
Kiran (HIST) HIST 2604,HIST 2604,Kiran (HIST),3.29,17.0,1.0,1
Kiran (SOC) SOC 2604,SOC 2604,Kiran (SOC),2.94,16.0,1.0,1
Kiran (STS) STS 2604,STS 2604,Kiran (STS),2.93,9.0,0.0,1
Kiratikosolrak (MGT) MGT 1104,MGT 1104,Kiratikosolrak (MGT),2.67,57.0,0.5,2
Kiratikosolrak (MGT) MGT 3404,MGT 3404,Kiratikosolrak (MGT),3.06,89.75,3.25,4
Kirkland (ARCH) ARCH 5134,ARCH 5134,Kirkland (ARCH),4.0,6.0,0.0,1
Kirkland (IDS) IDS 1114,IDS 1114,Kirkland (IDS),3.24,22.0,0.0,1
Kirkland (IDS) IDS 2034,IDS 2034,Kirkland (IDS),3.45,40.0,0.67,3
Kirkland (IDS) IDS 2044,IDS 2044,Kirkland (IDS),3.69,39.67,0.33,6
Kirkland (IDS) IDS 2114,IDS 2114,Kirkland (IDS),3.87,294.0,8.0,1
Kirkland (IDS) IDS 2304,IDS 2304,Kirkland (IDS),3.78,36.0,1.0,1
Kirkland (IDS) IDS 3015,IDS 3015,Kirkland (IDS),3.46,18.0,0.0,2
Kirkland (IDS) IDS 3016,IDS 3016,Kirkland (IDS),3.71,17.5,0.0,2
Kissel (PSYC) PSYC 2064,PSYC 2064,Kissel (PSYC),3.57,47.75,0.0,4
Kissel (PSYC) PSYC 4294,PSYC 4294,Kissel (PSYC),3.61,25.0,0.0,1
Kissel (PSYC) PSYC 4994,PSYC 4994,Kissel (PSYC),4.0,7.67,0.0,3
Kitchens (PSCI) PSCI 2024,PSCI 2024,Kitchens (PSCI),3.35,28.33,1.5,6
Kitchens (PSCI) PSCI 3984,PSCI 3984,Kitchens (PSCI),3.72,18.0,0.0,1
Kitchens (PSCI) PSCI 5115,PSCI 5115,Kitchens (PSCI),3.69,12.2,0.0,5
Kitchens (PSCI) PSCI 5116,PSCI 5116,Kitchens (PSCI),3.83,9.0,0.0,3
Klagge (PHIL) PHIL 1204,PHIL 1204,Klagge (PHIL),3.04,18.47,0.6,30
Klagge (PHIL) PHIL 2115,PHIL 2115,Klagge (PHIL),3.23,19.55,0.36,11
Klagge (PHIL) PHIL 2984,PHIL 2984,Klagge (PHIL),3.61,9.0,0.0,1
Klagge (PHIL) PHIL 3024,PHIL 3024,Klagge (PHIL),3.21,12.0,0.0,1
Klagge (PHIL) PHIL 3334,PHIL 3334,Klagge (PHIL),3.49,20.5,0.0,2
Klagge (PHIL) PHIL 4014,PHIL 4014,Klagge (PHIL),3.78,6.0,0.0,2
Klagge (PHIL) PHIL 4214,PHIL 4214,Klagge (PHIL),3.58,14.0,1.0,1
Klagge (PHIL) PHIL 5204,PHIL 5204,Klagge (PHIL),3.93,8.0,0.0,2
Klagge (PHIL) PHIL 5214,PHIL 5214,Klagge (PHIL),3.88,5.0,0.0,1
Klagge (PHIL) PHIL 5344,PHIL 5344,Klagge (PHIL),3.9,6.0,0.0,1
Klagge (PHIL) PHIL 6014,PHIL 6014,Klagge (PHIL),3.94,5.0,0.0,1
Klauer (ISE) ISE 4984,ISE 4984,Klauer (ISE),3.6,11.0,0.0,2
Klauer (ISE) ISE 4994,ISE 4994,Klauer (ISE),4.0,5.0,0.0,1
Klauer (ISE) ISE 5604,ISE 5604,Klauer (ISE),3.75,23.0,0.0,1
Klauer (ISE) ISE 5674,ISE 5674,Klauer (ISE),3.8,9.0,0.0,2
Klauer (ISE) ISE 5984,ISE 5984,Klauer (ISE),3.94,8.0,0.0,2
Klaus (CEE) CEE 3104,CEE 3104,Klaus (CEE),3.37,56.0,0.0,1
Klaus (MATH) MATH 2204,MATH 2204,Klaus (MATH),2.17,49.0,19.0,1
Klaus (MATH) MATH 2214,MATH 2214,Klaus (MATH),1.98,27.5,9.0,2
Klaus (MATH) MATH 3034,MATH 3034,Klaus (MATH),3.03,18.0,1.0,1
Klaus (MATH) MATH 3214,MATH 3214,Klaus (MATH),2.58,22.0,1.5,2
Klaus (MATH) MATH 3224,MATH 3224,Klaus (MATH),2.72,14.75,0.5,4
Klaus (MATH) MATH 4234,MATH 4234,Klaus (MATH),3.23,6.0,0.0,1
Klaus (MATH) MATH 4564,MATH 4564,Klaus (MATH),2.69,27.33,1.0,3
Klaus (MATH) MATH 4574,MATH 4574,Klaus (MATH),2.79,22.67,7.33,3
Klaus (MATH) MATH 5524,MATH 5524,Klaus (MATH),3.69,12.5,0.0,2
Klausmeyer (GER) GER 3105,GER 3105,Klausmeyer (GER),3.44,13.75,0.0,4
Klausmeyer (GER) GER 3106,GER 3106,Klausmeyer (GER),3.49,9.25,0.0,4
Klausmeyer (GER) GER 3204,GER 3204,Klausmeyer (GER),3.62,17.0,0.0,2
Klausmeyer (GER) GER 3305,GER 3305,Klausmeyer (GER),3.73,14.33,0.67,3
Klausmeyer (GER) GER 3306,GER 3306,Klausmeyer (GER),3.27,10.5,0.0,2
Klausmeyer (GER) GER 3474,GER 3474,Klausmeyer (GER),3.55,24.0,0.0,1
Klausmeyer (GER) GER 3984,GER 3984,Klausmeyer (GER),3.19,7.0,0.0,1
Klausmeyer (HIST) HIST 4974,HIST 4974,Klausmeyer (HIST),4.0,6.0,0.0,1
Kleine (HIST) HIST 2054,HIST 2054,Kleine (HIST),3.51,16.5,0.5,2
Kleine (STS) STS 2054,STS 2054,Kleine (STS),3.74,9.0,0.0,2
Kleiner (CNST) CNST 5214,CNST 5214,Kleiner (CNST),3.9,27.5,0.0,2
Kleiner (ISE) ISE 4004,ISE 4004,Kleiner (ISE),3.73,63.57,0.29,7
Klemba (BCHM) BCHM 3114,BCHM 3114,Klemba (BCHM),3.3,198.0,8.67,3
Klemba (BCHM) BCHM 5784,BCHM 5784,Klemba (BCHM),3.55,14.0,0.0,2
Klemba (PSYC) PSYC 4994,PSYC 4994,Klemba (PSYC),4.0,8.0,0.0,1
Kline (SBIO) SBIO 1004,SBIO 1004,Kline (SBIO),3.71,9.83,0.0,6
Kline (SBIO) SBIO 1234,SBIO 1234,Kline (SBIO),3.4,15.0,0.5,2
Kline (SBIO) SBIO 3445,SBIO 3445,Kline (SBIO),3.48,10.0,0.0,2
Kline (SBIO) SBIO 3446,SBIO 3446,Kline (SBIO),4.0,5.0,0.0,1
Kline (SBIO) SBIO 4984,SBIO 4984,Kline (SBIO),3.4,5.0,0.0,1
Klock (FIN) FIN 3104,FIN 3104,Klock (FIN),2.57,48.0,5.0,2
Klock (FIN) FIN 3134,FIN 3134,Klock (FIN),2.48,32.67,6.0,3
Klock (FIN) FIN 3144,FIN 3144,Klock (FIN),2.79,24.72,1.5,18
Klock (FIN) FIN 4104,FIN 4104,Klock (FIN),2.69,55.0,1.33,3
Klock (FIN) FIN 4114,FIN 4114,Klock (FIN),3.75,13.0,0.0,2
Klopf (CSES) CSES 3644,CSES 3644,Klopf (CSES),3.14,10.5,0.0,2
Klopf (ENSC) ENSC 3644,ENSC 3644,Klopf (ENSC),3.03,15.0,0.0,2
Kluck (MUS) MUS 2214,MUS 2214,Kluck (MUS),3.01,7.67,0.0,3
Kluck (MUS) MUS 3414,MUS 3414,Kluck (MUS),3.95,18.0,0.5,4
Knapp (CINE) CINE 3544,CINE 3544,Knapp (CINE),3.18,12.57,0.71,7
Knapp (ENGL) ENGL 1614,ENGL 1614,Knapp (ENGL),3.49,44.5,0.0,2
Knapp (ENGL) ENGL 1624,ENGL 1624,Knapp (ENGL),3.04,59.0,8.5,2
Knapp (ENGL) ENGL 3364,ENGL 3364,Knapp (ENGL),3.44,28.5,0.0,2
Knapp (ENGL) ENGL 3544,ENGL 3544,Knapp (ENGL),3.52,15.17,0.67,6
Knapp (ENGL) ENGL 3684,ENGL 3684,Knapp (ENGL),3.64,24.67,0.33,3
Knapp (ENGL) ENGL 4644,ENGL 4644,Knapp (ENGL),2.68,13.0,0.0,1
Knapp (ENGL) ENGL 4784,ENGL 4784,Knapp (ENGL),3.31,16.0,0.0,1
Knapp (ENGL) ENGL 5234,ENGL 5234,Knapp (ENGL),4.0,7.0,0.0,1
Knapp (FIW) FIW 4994,FIW 4994,Knapp (FIW),4.0,6.0,0.0,1
Knapp (RUS) RUS 3304,RUS 3304,Knapp (RUS),3.54,14.0,1.0,1
Knight (APSC) APSC 4004,APSC 4004,Knight (APSC),3.79,14.73,0.0,15
Knight (APSC) APSC 5014,APSC 5014,Knight (APSC),3.99,21.4,0.0,5
Knight (EDCI) EDCI 3004,EDCI 3004,Knight (EDCI),3.98,25.0,0.0,10
Knight (EDHE) EDHE 6304,EDHE 6304,Knight (EDHE),3.86,9.0,0.0,1
Knight (ENGE) ENGE 5214,ENGE 5214,Knight (ENGE),4.0,17.0,0.0,1
Knight (GRAD) GRAD 5214,GRAD 5214,Knight (GRAD),4.0,18.0,0.0,1
Kniola (EDRE) EDRE 5644,EDRE 5644,Kniola (EDRE),4.0,19.0,0.0,1
Kniola (EDRE) EDRE 6605,EDRE 6605,Kniola (EDRE),3.88,20.92,0.0,12
Kniola (EDRE) EDRE 6606,EDRE 6606,Kniola (EDRE),3.85,23.57,0.0,7
Kniola (EDRE) EDRE 6704,EDRE 6704,Kniola (EDRE),3.99,6.67,0.0,6
Kniola (EDRE) EDRE 6794,EDRE 6794,Kniola (EDRE),4.0,5.0,0.0,1
Knoblauch (ART) ART 1334,ART 1334,Knoblauch (ART),3.07,171.0,9.0,1
Knoblauch (ART) ART 2385,ART 2385,Knoblauch (ART),3.1,271.5,6.5,2
Knoblauch (ART) ART 3074,ART 3074,Knoblauch (ART),3.36,48.0,1.5,2
Knoblauch (ART) ART 3174,ART 3174,Knoblauch (ART),3.73,21.33,0.0,3
Knoblauch (ART) ART 3184,ART 3184,Knoblauch (ART),3.45,27.5,1.5,2
Knoblauch (ART) ART 4384,ART 4384,Knoblauch (ART),3.46,24.0,0.0,1
Knocke (CEE) CEE 4104,CEE 4104,Knocke (CEE),3.11,17.86,0.29,7
Knocke (CEE) CEE 5126,CEE 5126,Knocke (CEE),3.39,7.83,0.0,6
Knocke (CEE) CEE 5144,CEE 5144,Knocke (CEE),3.95,8.25,0.0,4
Knoeckel (MUS) MUS 1104,MUS 1104,Knoeckel (MUS),3.6,127.0,0.0,2
Knoeckel (MUS) MUS 2025,MUS 2025,Knoeckel (MUS),3.32,32.0,2.0,1
Knoeckel (MUS) MUS 3045,MUS 3045,Knoeckel (MUS),3.04,12.0,0.0,1
Knowlton (APSC) APSC 3134,APSC 3134,Knowlton (APSC),3.71,28.33,0.5,6
Knowlton (DASC) DASC 1464,DASC 1464,Knowlton (DASC),3.95,12.47,0.0,17
Knowlton (DASC) DASC 1574,DASC 1574,Knowlton (DASC),3.88,13.0,0.0,10
Knowlton (DASC) DASC 2484,DASC 2484,Knowlton (DASC),3.81,18.6,0.0,5
Knowlton (DASC) DASC 3134,DASC 3134,Knowlton (DASC),3.8,19.5,0.33,6
Knowlton (DASC) DASC 4274,DASC 4274,Knowlton (DASC),3.91,11.0,0.0,1
Knowlton (DASC) DASC 4476,DASC 4476,Knowlton (DASC),3.88,5.0,0.0,1
Knowlton (DASC) DASC 4964,DASC 4964,Knowlton (DASC),4.0,8.0,0.0,7
Knowlton (DASC) DASC 4984,DASC 4984,Knowlton (DASC),4.0,6.0,0.0,1
Knox (UH) UH 2814,UH 2814,Knox (UH),3.5,19.5,0.25,4
Knox (UH) UH 3504,UH 3504,Knox (UH),4.0,9.5,0.5,2
Knox (UH) UH 4984,UH 4984,Knox (UH),4.0,13.0,0.0,1
Koc (MATH) MATH 1225,MATH 1225,Koc (MATH),2.52,24.5,6.0,2
Koc (MATH) MATH 1226,MATH 1226,Koc (MATH),2.37,32.0,7.0,1
Koch (ASPT) ASPT 5984,ASPT 5984,Koch (ASPT),3.85,6.0,0.0,1
Koch (ASPT) ASPT 6204,ASPT 6204,Koch (ASPT),3.88,5.0,0.0,1
Koch (ENGL) ENGL 1105,ENGL 1105,Koch (ENGL),3.2,18.5,0.0,2
Koch (ENGL) ENGL 2744,ENGL 2744,Koch (ENGL),3.75,20.0,0.0,1
Koch (FIN) FIN 5084,FIN 5084,Koch (FIN),3.44,24.2,0.0,5
Koch (HIST) HIST 4974,HIST 4974,Koch (HIST),4.0,6.0,0.0,1
Koch (PHIL) PHIL 3015,PHIL 3015,Koch (PHIL),3.33,6.5,0.0,2
Koch (PSCI) PSCI 2014,PSCI 2014,Koch (PSCI),3.07,29.5,1.25,4
Koch (PSCI) PSCI 3015,PSCI 3015,Koch (PSCI),3.14,23.67,0.44,9
Koch (PSCI) PSCI 3016,PSCI 3016,Koch (PSCI),3.3,25.0,0.0,1
Kochersberger (ME) ME 3984,ME 3984,Kochersberger (ME),3.87,14.0,0.0,2
Kochersberger (ME) ME 4984,ME 4984,Kochersberger (ME),3.82,8.0,0.0,3
Kochersberger (ME) ME 4994,ME 4994,Kochersberger (ME),3.96,7.5,0.0,2
Kodambaka (MSE) MSE 2034,MSE 2034,Kodambaka (MSE),2.19,94.0,3.0,1
Koelling (CEM) CEM 3084,CEM 3084,Koelling (CEM),2.87,70.67,1.0,3
Koermer (MINE) MINE 3544,MINE 3544,Koermer (MINE),3.19,11.0,0.0,4
Kogan (ACIS) ACIS 2115,ACIS 2115,Kogan (ACIS),2.78,214.75,17.25,4
Kogan (ACIS) ACIS 4684,ACIS 4684,Kogan (ACIS),3.36,12.33,0.0,3
Kogan (ACIS) ACIS 5104,ACIS 5104,Kogan (ACIS),3.58,39.0,0.0,1
Kogan (ACIS) ACIS 5584,ACIS 5584,Kogan (ACIS),3.65,18.75,0.0,4
Kohl (AT) AT 164,AT 164,Kohl (AT),2.67,20.78,0.0,9
Kohl (AT) AT 324,AT 324,Kohl (AT),2.86,19.4,0.8,5
Kohl (AT) AT 494,AT 494,Kohl (AT),3.56,13.2,0.0,5
Kohl (AT) AT 504,AT 504,Kohl (AT),3.68,50.33,0.0,3
Kohl (AT) AT 524,AT 524,Kohl (AT),3.43,18.0,0.0,1
Kohl (AT) AT 614,AT 614,Kohl (AT),3.37,21.67,0.0,6
Kohl (AT) AT 624,AT 624,Kohl (AT),3.55,9.8,0.2,5
Kohl (AT) AT 974,AT 974,Kohl (AT),3.63,11.0,0.0,1
Kohl (AT) AT 984,AT 984,Kohl (AT),3.68,18.5,0.0,4
Kojima (BIOL) BIOL 3134,BIOL 3134,Kojima (BIOL),3.16,67.17,1.33,6
Kojima (BIOL) BIOL 5814,BIOL 5814,Kojima (BIOL),3.92,10.5,0.0,2
Kojima (BIOL) BIOL 5984,BIOL 5984,Kojima (BIOL),3.77,15.0,0.0,1
Kokushkin (MATH) MATH 1225,MATH 1225,Kokushkin (MATH),2.04,31.5,8.0,2
Kokushkin (MATH) MATH 1226,MATH 1226,Kokushkin (MATH),2.22,27.67,4.67,3
Kokushkin (MATH) MATH 2214,MATH 2214,Kokushkin (MATH),2.78,34.5,1.0,2
Kolberg (CINE) CINE 2054,CINE 2054,Kolberg (CINE),3.02,215.0,5.0,1
Kolberg (CINE) CINE 4084,CINE 4084,Kolberg (CINE),3.17,30.0,1.0,1
Kolivras (GEOG) GEOG 2014,GEOG 2014,Kolivras (GEOG),3.65,14.5,0.0,2
Kolivras (GEOG) GEOG 4074,GEOG 4074,Kolivras (GEOG),3.27,31.6,0.0,5
Kolivras (GEOG) GEOG 4984,GEOG 4984,Kolivras (GEOG),3.68,13.0,0.0,1
Kolivras (GEOG) GEOG 5014,GEOG 5014,Kolivras (GEOG),3.92,10.25,0.0,4
Kolivras (GEOG) GEOG 5214,GEOG 5214,Kolivras (GEOG),4.0,5.0,0.0,1
Kolivras (PHS) PHS 4054,PHS 4054,Kolivras (PHS),4.0,11.0,0.0,1
Komelski (HD) HD 1004,HD 1004,Komelski (HD),3.69,119.0,0.0,1
Komelski (HD) HD 2004,HD 2004,Komelski (HD),3.6,88.33,0.0,3
Komelski (HD) HD 2014,HD 2014,Komelski (HD),3.57,67.1,1.0,10
Komelski (HD) HD 2335,HD 2335,Komelski (HD),3.56,105.36,0.36,11
Komelski (HD) HD 3014,HD 3014,Komelski (HD),3.64,80.0,1.0,1
Komelski (HD) HD 4714,HD 4714,Komelski (HD),3.82,36.56,0.22,9
Komelski (HNFE) HNFE 4974,HNFE 4974,Komelski (HNFE),4.0,12.0,0.0,1
Komelski (PHS) PHS 4054,PHS 4054,Komelski (PHS),4.0,11.0,0.0,1
Komelski (PSYC) PSYC 4994,PSYC 4994,Komelski (PSYC),4.0,11.0,0.0,1
Komendera (ME) ME 3524,ME 3524,Komendera (ME),3.77,64.0,0.0,1
Komendera (ME) ME 4994,ME 4994,Komendera (ME),4.0,7.33,0.33,3
Komendera (ME) ME 5524,ME 5524,Komendera (ME),3.96,18.0,0.0,1
Komendera (ME) ME 5984,ME 5984,Komendera (ME),3.8,13.2,0.2,5
Komendera (ME) ME 6984,ME 6984,Komendera (ME),4.0,5.0,0.0,1
Kong (ISE) ISE 2214,ISE 2214,Kong (ISE),3.8,25.6,0.02,50
Kong (ISE) ISE 4264,ISE 4264,Kong (ISE),3.3,32.0,1.0,1
Kong (ISE) ISE 4404,ISE 4404,Kong (ISE),3.09,66.33,0.0,3
Kong (ISE) ISE 4994,ISE 4994,Kong (ISE),4.0,5.0,0.0,1
Koopman (HIST) HIST 2604,HIST 2604,Koopman (HIST),3.42,25.0,0.0,2
Koopman (SOC) SOC 2604,SOC 2604,Koopman (SOC),2.86,5.0,0.0,1
Koopman (STS) STS 2604,STS 2604,Koopman (STS),3.7,14.5,0.0,2
Korkuti (ARCH) ARCH 1015,ARCH 1015,Korkuti (ARCH),3.55,18.5,0.0,2
Korkuti (ARCH) ARCH 1016,ARCH 1016,Korkuti (ARCH),3.78,18.5,0.0,2
Korkuti (ARCH) ARCH 2015,ARCH 2015,Korkuti (ARCH),3.79,18.0,0.0,1
Korkuti (ARCH) ARCH 2016,ARCH 2016,Korkuti (ARCH),4.0,19.0,0.0,1
Korkuti (ARCH) ARCH 4706,ARCH 4706,Korkuti (ARCH),3.92,8.75,0.0,4
Korkuti (ARCH) ARCH 4716,ARCH 4716,Korkuti (ARCH),3.9,9.0,0.0,1
Korkuti (ARCH) ARCH 5134,ARCH 5134,Korkuti (ARCH),3.85,6.0,0.0,1
Korkuti (ARCH) ARCH 5624,ARCH 5624,Korkuti (ARCH),4.0,5.0,0.0,1
Korneva (BMES) BMES 3984,BMES 3984,Korneva (BMES),3.33,8.0,1.0,1
Kotut (CS) CS 1114,CS 1114,Kotut (CS),2.98,83.0,4.67,3
Kotut (CS) CS 2104,CS 2104,Kotut (CS),3.59,61.67,1.0,3
Koutromanos (CEE) CEE 3404,CEE 3404,Koutromanos (CEE),2.82,44.0,0.5,4
Koutromanos (CEE) CEE 4404,CEE 4404,Koutromanos (CEE),3.0,25.5,1.5,2
Koutromanos (CEE) CEE 4454,CEE 4454,Koutromanos (CEE),3.71,17.0,0.0,1
Koutromanos (CEE) CEE 5414,CEE 5414,Koutromanos (CEE),3.56,25.0,0.25,4
Koutromanos (CEE) CEE 5444,CEE 5444,Koutromanos (CEE),3.35,8.0,0.0,1
Koutromanos (CEE) CEE 6414,CEE 6414,Koutromanos (CEE),3.74,10.0,0.0,1
Kovach (BDS) BDS 2005,BDS 2005,Kovach (BDS),3.34,64.0,1.0,4
Kovach (BDS) BDS 2006,BDS 2006,Kovach (BDS),3.32,16.0,0.67,3
Kovach (ECON) ECON 2005,ECON 2005,Kovach (ECON),2.93,130.0,3.0,1
Kovach (ECON) ECON 3004,ECON 3004,Kovach (ECON),3.46,28.0,0.0,1
Kovach (ECON) ECON 3134,ECON 3134,Kovach (ECON),3.6,28.67,0.33,3
Kovach (ECON) ECON 5124,ECON 5124,Kovach (ECON),3.48,16.6,0.0,5
Kovaka (GEOG) GEOG 2084,GEOG 2084,Kovaka (GEOG),2.87,31.0,0.0,1
Kovaka (PHIL) PHIL 1304,PHIL 1304,Kovaka (PHIL),3.19,22.67,0.15,27
Kovaka (PHIL) PHIL 2304,PHIL 2304,Kovaka (PHIL),3.66,49.0,0.0,1
Kovaka (PHIL) PHIL 3024,PHIL 3024,Kovaka (PHIL),3.83,12.33,0.0,3
Kovaka (PHIL) PHIL 4614,PHIL 4614,Kovaka (PHIL),3.3,16.33,0.0,3
