crn,dept,course_id,instructor_id,title,modality,credits,capacity,days,start_time,end_time,location
10340,ALS,ALS 4204,Ziegler (ALS),Concepts Comm Food Systems,F2F,3,15,F,11:15AM,2:00PM,LITRV 232
10342,ALS,ALS 4574,Bergamasco (ALS),Social Behav Birds & Mammals,F2F,3,115,T R,9:30AM,10:45AM,ENGEL 223
10343,ALS,ALS 4614,Bosch (ALS),Watershed Assess Mgt Policy,F2F,2,40,R,3:30PM,5:10PM,LITRV 1760
21750,ALS,ALS 4814,Staff (ALS),Nutritional Neuroscience,F2F,3,120,T R,3:30PM,4:45PM,STEG N 145
10371,ALS,ALS 5024,Jones (ALS),Building Multicult Comp in ALS,OnlineAsync,1,75,(ARR),(ARR),(ARR),00X
10372,ALS,ALS 5094,Smith (ALS),Effective Grant Writing Biomed,F2F,1,20,W,2:30PM,3:45PM,TBA
10373,ALS,ALS 5104,Snyder (ALS),Comm Research & Leading in ALS,OnlineAsync,2,50,(ARR),(ARR),(ARR),00X
10374,ALS,ALS 5134,Drape (ALS),Comm Based App Qual Inquiry,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
10382,ALS,ALS 6314,Jiang (ALS),Endocrinology,F2F,3,30,M W,2:30PM,3:45PM,LITRV 200
10383,AOE,AOE 2024,Philen (AOE),Thin Walled Structures,F2F,3,120,T R,2:00PM,3:15PM,NCB 320
10384,AOE,AOE 2024,Philen (AOE),Thin Walled Structures,F2F,3,120,T R,9:30AM,10:45AM,NCB 160
10385,AOE,AOE 2074,Perez (AOE),Computational Methods,F2F,2,34,M,2:30PM,3:45PM,TORG 2150
10386,AOE,AOE 2074,Perez (AOE),Computational Methods,F2F,2,35,M,2:30PM,3:45PM,TORG 2150
10387,AOE,AOE 2074,Perez (AOE),Computational Methods,F2F,2,35,M,2:30PM,3:45PM,TORG 2150
10388,AOE,AOE 2074,Perez (AOE),Computational Methods,F2F,2,30,M,2:30PM,3:45PM,TORG 2150
21869,AOE,AOE 2074,Perez (AOE),Computational Methods,F2F,2,20,M,2:30PM,3:45PM,TORG 2150
10389,AOE,AOE 2104,Intaratep (AOE),Intro Aerospace Engr & Perform,F2F,3,60,T R,8:00AM,9:15AM,NCB 320
10390,AOE,AOE 2114,Sanders (AOE),Fundamentals Flight Training,F2F,3,60,T R,8:00AM,9:15AM,MCB 129
10391,AOE,AOE 2664,Staff (AOE),Exploration of Space,F2F,3,100,M W F,12:20PM,1:10PM,SURGE 104D
10412,AOE,AOE 3014,Jaworski (AOE),Fluid Dynamics for AOE,F2F,3,49,M W F,8:00AM,8:50AM,MCB 321
10413,AOE,AOE 3034,Srinivas (AOE),System Dynamics and Control,F2F,3,49,M W,4:00PM,5:15PM,MCB 209
10414,AOE,AOE 3044,Massa (AOE),Boundary Layer Theory,F2F,3,50,T R,9:30AM,10:45AM,GBJ 100
10433,AOE,AOE 3054,Borgoltz (AOE),Experimental Methods,F2F,3,240,M W,12:20PM,1:10PM,LITRV 1670
10435,AOE,AOE 3114,Devenport (AOE),Aerodynamics & Compressibility,F2F,3,200,T R,3:30PM,4:45PM,LITRV 1670
10436,AOE,AOE 3124,Kapania (AOE),Aerospace Structures,F2F,3,50,M W F,10:10AM,11:00AM,TORG 1020
10437,AOE,AOE 3134,Martinez Soto (AOE),Air Vehicle Dynamics,F2F,3,100,M W F,9:05AM,9:55AM,TORG 1060
10438,AOE,AOE 3134,Martinez Soto (AOE),Air Vehicle Dynamics,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
10439,AOE,AOE 3144,Ross (AOE),Space Vehicle Dynamics,F2F,3,80,T R,9:30AM,10:45AM,MCB 113
10440,AOE,AOE 3144,Ross (AOE),Space Vehicle Dynamics,F2F,3,80,T R,11:00AM,12:15PM,MCB 129
10441,AOE,AOE 3144,Ross (AOE),Space Vehicle Dynamics,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
10442,AOE,AOE 3154,Fitzgerald (AOE),Astromechanics,F2F,3,60,M W F,11:15AM,12:05PM,SURGE 103A
10443,AOE,AOE 3164,Shinpaugh (AOE),Aerothermo and Propulsion,F2F,3,200,T R,2:00PM,3:15PM,LITRV 1670
10444,AOE,AOE 3234,Brizzolara (AOE),Ocean Vehicle Dynamics,F2F,3,30,T R,8:00AM,9:15AM,TORG 1000
10445,AOE,AOE 3264,Alexander (AOE),Thermo and Marine Propulsion,F2F,3,65,M W F,10:10AM,11:00AM,SURGE 103A
20973,AOE,AOE 4054,Fu (AOE),Stability of Structures,F2F,3,40,T R,6:30PM,7:45PM,MCB 129
10446,AOE,AOE 4064,Schetz (AOE),Fluid Flows in Nature,OnlineAsync,3,120,(ARR),(ARR),(ARR),00X
10447,AOE,AOE 4066,Raj (AOE),Air Vehicle Design,F2F,3,70,T R,3:30PM,4:45PM,NCB 270
10448,AOE,AOE 4084,Seidel (AOE),Engr Design Optimiz,F2F,3,44,M W F,1:25PM,2:15PM,MCB 126
21965,AOE,AOE 4084,Staff (AOE),Engr Design Optimiz,OnlineSync,3,0,M W F,1:25PM,2:15PM,ONLINE
10450,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,F,2:30PM,5:25PM,GOODW 140
10451,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,F,9:00AM,11:50AM,GOODW 140
10452,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,T,8:00AM,10:50AM,GOODW 140
10453,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,R,12:30PM,3:20PM,GOODW 140
10454,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,M,8:00AM,10:50AM,GOODW 140
10455,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,R,8:00AM,10:50AM,GOODW 140
10456,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,T,12:30PM,3:20PM,GOODW 140
10457,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,M,2:30PM,5:20PM,GOODW 140
10458,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,R,5:00PM,7:50PM,GOODW 140
10459,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,T,5:00PM,7:50PM,GOODW 140
10460,AOE,AOE 4106,Coutier-Delgosha (AOE),Experiments for AE Design,F2F,1,20,W,9:00AM,11:50AM,GOODW 140
10461,AOE,AOE 4114,Apte (AOE),Appl Comput Aerodyn,F2F,3,40,M W F,1:25PM,2:15PM,MCB 224
10462,AOE,AOE 4166,Shinpaugh (AOE),Space Vehicle Design,F2F,3,110,T R,3:30PM,4:45PM,PAM 30
10463,AOE,AOE 4174,Young (AOE),Spacecraft Propulsion,F2F,3,70,T R,8:00AM,9:15AM,MCB 113
10464,AOE,AOE 4206,Alexander (AOE),Exper for Ocean Vehicle Design,F2F,1,15,M,11:15AM,1:45PM,GOODW 140
10465,AOE,AOE 4206,Alexander (AOE),Exper for Ocean Vehicle Design,F2F,1,15,R,12:30PM,3:20PM,GOODW 140
10466,AOE,AOE 4244,Brown (AOE),Naval & Marine Engr Sys Design,F2F,3,35,T R,5:00PM,6:15PM,MCB 126
10467,AOE,AOE 4266,Brown (AOE),Ocean Vehicle Design,F2F,3,35,T R,3:30PM,4:45PM,MCB 126
10468,AOE,AOE 4324,Seidel (AOE),Energy Methods for Structures,F2F,3,44,M W F,11:15AM,12:05PM,MCB 126
10469,AOE,AOE 4344,Brizzolara (AOE),Dyn of High Speed Marine Craft,F2F,3,10,T R,2:00PM,3:15PM,TORG 1000
10470,AOE,AOE 4344,Brizzolara (AOE),Dyn of High Speed Marine Craft,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
20945,AOE,AOE 4366,Artis (AOE),Launch Vehicle Design,F2F,3,50,T R,3:30PM,4:45PM,TORG 1020
10471,AOE,AOE 4404,Sanmugadas (AOE),Applied Numerical Methods,F2F,3,39,M W F,12:20PM,1:10PM,MCB 322
10472,AOE,AOE 4454,Fitzgerald (AOE),Spacecraft PNT & OD,F2F,3,46,M W F,9:05AM,9:55AM,HOLD 244
21567,AOE,AOE 4614,Fu (AOE),Aero Materials & Modeling Tech,F2F,3,30,T R,5:00PM,6:15PM,MCB 134
10473,AOE,AOE 4634,Ray (AOE),Wind Turbine Technology,F2F,3,30,M W F,9:05AM,9:55AM,TORG 1080
10474,AOE,AOE 4674,England (AOE),Upper Atmosphere Space Weather,F2F,3,33,M W,2:30PM,3:45PM,PAM 31
21299,AOE,AOE 4804,Sultan (AOE),"Topics in Dyn, Ctrl, Estm",F2F,3,30,T R,11:00AM,12:15PM,DAV 125
20694,AOE,AOE 5054,Fu (AOE),Elastic Stability,F2F,3,25,T R,6:30PM,7:45PM,MCB 129
20975,AOE,AOE 5054,Fu (AOE),Elastic Stability,OnlineAsync,3,1,(ARR),(ARR),(ARR),00X
10532,AOE,AOE 5144,Massa (AOE),Boundary Layer Theory,F2F,3,15,M W F,1:25PM,2:15PM,MCB 207
10533,AOE,AOE 5144,Massa (AOE),Boundary Layer Theory,OnlineAsync,3,99,(ARR),(ARR),(ARR),00X
20809,AOE,AOE 5174,England (AOE),Introduction to Plasma Science,F2F,3,35,T R,3:30PM,4:45PM,MCB 233
20810,AOE,AOE 5174,England (AOE),Introduction to Plasma Science,OnlineAsync,3,99,(ARR),(ARR),(ARR),00X
10534,AOE,AOE 5234,Kenyon (AOE),Orbital Mechanics,F2F,3,60,M W F,9:05AM,9:55AM,PAM 32
10535,AOE,AOE 5234,Kenyon (AOE),Orbital Mechanics,OnlineAsync,3,40,(ARR),(ARR),(ARR),00X
10537,AOE,AOE 5314,Brown (AOE),Naval & Marine Engr Sys Design,F2F,3,14,T R,5:00PM,6:15PM,MCB 126
10538,AOE,AOE 5314,Brown (AOE),Naval & Marine Engr Sys Design,OnlineAsync,3,15,(ARR),(ARR),(ARR),00X
10539,AOE,AOE 5316,Brown (AOE),Naval Ship Design,F2F,3,14,T R,3:30PM,4:45PM,MCB 126
10540,AOE,AOE 5316,Brown (AOE),Naval Ship Design,OnlineAsync,3,10,(ARR),(ARR),(ARR),00X
10541,AOE,AOE 5334,Brizzolara (AOE),Advanced Ship Dynamics,F2F,3,8,T R,8:00AM,9:15AM,TORG 1000
10542,AOE,AOE 5334,Brizzolara (AOE),Advanced Ship Dynamics,OnlineAsync,3,15,(ARR),(ARR),(ARR),00X
10543,AOE,AOE 5404,Wang (AOE),Numerical Methods for AOE,F2F,3,44,M W F,11:15AM,12:05PM,MCB 332
10544,AOE,AOE 5404,Wang (AOE),Numerical Methods for AOE,OnlineAsync,3,40,(ARR),(ARR),(ARR),00X
10545,AOE,AOE 5444G,Brizzolara (AOE),Adv Dyn of High Speed Craft,F2F,3,20,T R,2:00PM,3:15PM,TORG 1000
10546,AOE,AOE 5444G,Brizzolara (AOE),Adv Dyn of High Speed Craft,OnlineAsync,3,10,(ARR),(ARR),(ARR),00X
10547,AOE,AOE 5664,England (AOE),Upper Atmosphere & Ionosphere,F2F,3,23,M W,2:30PM,3:45PM,PAM 31
10548,AOE,AOE 5664,England (AOE),Upper Atmosphere & Ionosphere,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
10549,AOE,AOE 5734,Farhood (AOE),Convex Optimization,F2F,3,40,T R,12:30PM,1:45PM,MCB 218
10550,AOE,AOE 5764,Southward (AOE),Applied Linear Control,F2F,3,70,T R,12:30PM,1:45PM,SURGE 103A
10551,AOE,AOE 5764,Southward (AOE),Applied Linear Control,OnlineAsync,3,10,(ARR),(ARR),(ARR),00X
10588,AOE,AOE 5944,Raj (AOE),Seminar,F2F,1,200,M,4:00PM,5:15PM,GOODW 190
21895,AOE,AOE 6204,Sultan (AOE),Adv Vehicle Dynamics & Control,F2F,3,30,T R,12:30PM,1:45PM,HUTCH 204
20941,AOE,AOE 6204,Sultan (AOE),Adv Vehicle Dynamics & Control,OnlineAsync,3,30,(ARR),(ARR),(ARR),00X
10660,AOE,AOE 6234,Schroeder (AOE),Advanced Orbital Mechanics,F2F,3,30,M W F,10:10AM,11:00AM,DER 1084
10661,AOE,AOE 6254,Roy (AOE),Turbulence Modeling & Simulat,F2F,3,25,T R,2:00PM,3:15PM,MCB 210
10662,AOE,AOE 6254,Roy (AOE),Turbulence Modeling & Simulat,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
10664,AOE,AOE 6434,Tafti (AOE),Comp Fluid Dyn Heat Trans,F2F,3,25,T R,9:30AM,10:45AM,MCB 210
10665,AOE,AOE 6434,Tafti (AOE),Comp Fluid Dyn Heat Trans,OnlineAsync,3,10,(ARR),(ARR),(ARR),00X
20943,AOE,AOE 6444,Roy (AOE),Verificat Validat Sci Comput,F2F,3,30,T R,9:30AM,10:45AM,HUTCH 207
21987,AOE,AOE 6444,Staff (AOE),Verificat Validat Sci Comput,OnlineAsync,3,30,(ARR),(ARR),(ARR),00X
10666,AOE,AOE 6744,Farhood (AOE),Linear Control Theory,F2F,3,30,T R,3:30PM,4:45PM,WHIT 277
10667,AOE,AOE 6774,L'Afflitto (AOE),Adaptive Control Systems,F2F,3,20,T R,2:00PM,3:15PM,MCB 212
20898,APS,APS 1704,Edmondson (APS),Intro to Appalachian Studies,F2F,3,40,M W,2:30PM,3:45PM,SMYTH 331
20900,APS,APS 1704,Edmondson (APS),Intro to Appalachian Studies,F2F,3,40,M W,4:00PM,5:15PM,ROB 122
20956,APS,APS 1704,Salmons (APS),Intro to Appalachian Studies,F2F,3,40,M W F,9:05AM,9:55AM,MCB 308
21019,APS,APS 1704,Wagnon (APS),Intro to Appalachian Studies,F2F,3,40,M W F,8:00AM,8:50AM,MCB 231
21369,APS,APS 2404,Plummer (APS),Folk Cultures in Appalachia,F2F,3,40,T R,8:00AM,9:15AM,NCB 110B
20958,APS,APS 2434,Salmons (APS),Cult Politics Music Appalachia,F2F,3,40,M W F,12:20PM,1:10PM,MCB 238
21579,APS,APS 3624,Kinder (APS),Appalachian Literature,F2F,3,35,M W F,9:05AM,9:55AM,DER 3092
10747,APSC,APSC 1454,Helm (APSC),Intro Animal & Poultry Science,F2F,3,150,M W F,10:10AM,11:00AM,HAN 100
10748,APSC,APSC 1464,Duncan (APSC),Animal & Poultry Science Lab,F2F,1,18,T,12:30PM,2:20PM,LARNA 103
10749,APSC,APSC 1464,Duncan (APSC),Animal & Poultry Science Lab,F2F,1,18,M,2:30PM,4:20PM,LARNA 103
10750,APSC,APSC 1464,Duncan (APSC),Animal & Poultry Science Lab,F2F,1,18,T,2:30PM,4:20PM,LARNA 103
10751,APSC,APSC 1464,Duncan (APSC),Animal & Poultry Science Lab,F2F,1,18,M,12:30PM,2:20PM,LARNA 103
10752,APSC,APSC 2004,Wood (APSC),Animal & Poultry Sci Seminar,F2F,1,200,R,3:30PM,4:20PM,SQUIR COLNL
10753,APSC,APSC 2104,Persia (APSC),Poultry Laboratory,F2F,1,20,W,10:10AM,12:10PM,LITRV 290
10754,APSC,APSC 2114,Eversole (APSC),Livestock Mgt and Handling,F2F,1,21,M,2:30PM,4:15PM,ETGENC 108
10755,APSC,APSC 2114,Eversole (APSC),Livestock Mgt and Handling,F2F,1,21,M,12:30PM,2:15PM,ETGENC 108
10756,APSC,APSC 2164,Andrukonis (APSC),Comp/Lab Anim Care & Handling,F2F,1,20,F,10:10AM,12:00PM,LITRV 280
10757,APSC,APSC 2164,Andrukonis (APSC),Comp/Lab Anim Care & Handling,F2F,1,20,R,9:30AM,11:20AM,LITRV 280
10758,APSC,APSC 2164,Andrukonis (APSC),Comp/Lab Anim Care & Handling,F2F,1,20,F,12:20PM,2:10PM,LITRV 280
10759,APSC,APSC 2424,Bedore (APSC),Introduction Equine Industry,F2F,3,65,M W,2:30PM,3:45PM,SEITZ 300
10760,APSC,APSC 2524,Sheely (APSC),Intermediate Equitation,F2F,1,0,(ARR),(ARR),(ARR),00X
10761,APSC,APSC 2624,Sheely (APSC),Beginning Jumping,F2F,1,0,(ARR),(ARR),(ARR),00X
10777,APSC,APSC 3134,Knowlton (APSC),Animal Ag and the Environment,OnlineAsync,3,100,(ARR),(ARR),(ARR),00X
10778,APSC,APSC 3334,Bergamasco (APSC),Animal Welfare and Bioethics,F2F,3,35,T R,8:00AM,9:15AM,LITRV 1770
21599,APSC,APSC 3434,Maurer (APSC),Host Microbe Interactions,F2F,3,70,M W F,12:20PM,1:10PM,SEITZ 300
10779,APSC,APSC 3524,Sheely (APSC),Intermediate Jumping,F2F,1,0,(ARR),(ARR),(ARR),00X
10780,APSC,APSC 3624,Sheely (APSC),Advanced Jumping,F2F,1,0,(ARR),(ARR),(ARR),00X
20550,APSC,APSC 3954,Sheely (APSC),SA:German Horse Industry Study,F2F,2,0,(ARR),(ARR),(ARR),00X
10781,APSC,APSC 4004,Gilbert (APSC),Contemporary Issues in APSC,F2F,3,12,M,4:00PM,4:50PM,LITRV 1870
10782,APSC,APSC 4004,Heiderscheit (APSC),Contemporary Issues in APSC,F2F,3,12,M,4:00PM,4:50PM,LITRV 1870
10783,APSC,APSC 4004,Rhoads (APSC),Contemporary Issues in APSC,F2F,3,12,M,4:00PM,4:50PM,LITRV 1870
10784,APSC,APSC 4004,Knight (APSC),Contemporary Issues in APSC,F2F,3,12,M,4:00PM,4:50PM,LITRV 1870
10785,APSC,APSC 4004,Rhoads (APSC),Contemporary Issues in APSC,F2F,3,12,M,4:00PM,4:50PM,LITRV 1870
10786,APSC,APSC 4004,Wood (APSC),Contemporary Issues in APSC,F2F,3,12,M,4:00PM,4:50PM,LITRV 1870
10787,APSC,APSC 4204,White (APSC),Adv Equine Nutr & Feeding,Hybrid,3,22,F,9:05AM,10:45AM,LITRV 290
10788,APSC,APSC 4424,Bedore (APSC),Horse Production & Management,F2F,4,16,M W F,12:20PM,1:10PM,LITRV 200
10789,APSC,APSC 4424,Bedore (APSC),Horse Production & Management,F2F,4,16,M W F,12:20PM,1:10PM,LITRV 200
10790,APSC,APSC 4444,Helm (APSC),Swine Production,F2F,3,18,T R,9:30AM,10:20AM,FST 132
10791,APSC,APSC 4464,Feuerbacher (APSC),Comp/Lab Anim Health & Mgt,F2F,4,20,M W F,9:05AM,9:55AM,LITRV 1870
10792,APSC,APSC 4464,Feuerbacher (APSC),Comp/Lab Anim Health & Mgt,F2F,4,20,M W F,9:05AM,9:55AM,LITRV 1870
10793,APSC,APSC 4464,Feuerbacher (APSC),Comp/Lab Anim Health & Mgt,F2F,4,20,M W F,9:05AM,9:55AM,LITRV 1870
10794,APSC,APSC 4464,Feuerbacher (APSC),Comp/Lab Anim Health & Mgt,F2F,4,20,M W F,9:05AM,9:55AM,LITRV 1870
10795,APSC,APSC 4514,Gerrard (APSC),Animal Growth and Development,F2F,3,30,M W F,11:15AM,12:05PM,LITRV 200
10796,APSC,APSC 4554,Greiner (APSC),Adv Livestock Enterprise Mgmt,F2F,3,25,T R,8:00AM,9:15AM,LITRV 200
21733,APSC,APSC 4984,ALI (APSC),SS: Biosensors for Animal Sci,F2F,3,10,T,3:00PM,5:45PM,LITRV 2567
10839,APSC,APSC 5004,Johnson (APSC),Graduate Seminar,F2F,1,0,M,1:25PM,2:15PM,LITRV 200
10840,APSC,APSC 5114,White (APSC),Adv Ruminant Nutr and Feeding,F2F,3,25,(ARR),(ARR),(ARR),00X
10841,APSC,APSC 5154,Hekman (APSC),Behv Biol Domesticated Animals,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
10842,APSC,APSC 5184,Feuerbacher (APSC),Research Methods Animal Behav,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
20564,APSC,APSC 5244,Foster-Drescher (APSC),Applied Equine Behavior,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
10843,APSC,APSC 5254,Gunter (APSC),Mngd Anim Ethology & Welfare,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
10844,APSC,APSC 5334,Staff (APSC),Adjunctive Appr Anim Behavior,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
10845,APSC,APSC 5404,Mercadante (APSC),Reprod Technologies in Cattle,OnlineAsync,3,40,(ARR),(ARR),(ARR),00X
10846,APSC,APSC 5514G,Gerrard (APSC),Adv Animal Growth Development,F2F,3,5,M W F,11:15AM,12:05PM,LITRV 200
20555,APSC,APSC 5554,Biase (APSC),Mammal Genome Biology,F2F,3,20,T R,8:00AM,9:50AM,LITRV 2567
10848,APSC,APSC 5604,Jarome (APSC),Writing Fellowship Grants,F2F,3,15,T R,9:30AM,10:45AM,TBA
10849,APSC,APSC 5894,Mercadante (APSC),Final Examination,F2F,3,9999,(ARR),(ARR),(ARR),00X
21734,APSC,APSC 5984,Staff (APSC),SS: Amino Acid & Protein Metab,F2F,3,10,M W F,10:10AM,11:00AM,MCB 207
21735,APSC,APSC 5984,Osorio Estevez (APSC),SS: Carbohydrates and Lipids,F2F,3,10,M W,4:00PM,5:15PM,JCH 317A
21800,APSC,APSC 5984,ALI (APSC),SS: Biosesors for Animal Sci,F2F,3,10,T,3:00PM,5:45PM,LITRV 2567
10934,ARBC,ARBC 1105,Azzam (ARBC),Elementary Arabic,F2F,3,22,M W F,1:25PM,2:15PM,HUTCH 204
10935,ARBC,ARBC 1106,Nassereddine (ARBC),Elementary Arabic,F2F,3,20,M W F,9:05AM,9:55AM,PAM 2001
10936,ARBC,ARBC 1106,Azzam (ARBC),Elementary Arabic,F2F,3,18,M W F,12:20PM,1:10PM,TORG 1080
10937,ARBC,ARBC 2105,Nassereddine (ARBC),Intermediate Arabic,F2F,3,15,M W F,10:10AM,11:00AM,DAV 201
10938,ARBC,ARBC 2106,Nassereddine (ARBC),Intermediate Arabic,F2F,3,18,M W F,1:25PM,2:15PM,PAM 2002
10939,ARBC,ARBC 2774,Taggart (ARBC),Arab Culture and Civilization,F2F,3,30,M W,2:30PM,3:45PM,DAV 125
10941,ARBC,ARBC 3106,Nassereddine (ARBC),Advanced Arabic,F2F,3,18,M W F,12:20PM,1:10PM,PAM 2001
10942,ARBC,ARBC 3124,Sinno (ARBC),Arabic for Oral Proficiency,F2F,3,15,M W,2:30PM,3:45PM,PAM 2002
20586,ARBC,ARBC 3274,Taggart (ARBC),War and Arab Culture,F2F,3,25,M W F,12:20PM,1:10PM,HUTCH 310
20927,ARBC,ARBC 3644,Scott (ARBC),Religion in the Middle East,Hybrid,3,35,R,9:30AM,10:45AM,SMYTH 232
10943,ARBC,ARBC 4154,Azzam (ARBC),Advanced Comp and Stylistics,F2F,3,10,T R,12:30PM,1:45PM,DAV 125
10944,ARBC,ARBC 4334,Taggart (ARBC),Research in Arab Culture,F2F,3,13,M W,4:00PM,5:15PM,MCB 216
21866,ARCH,ARCH 0984,Martin (ARCH),SS: Intro to Architecture,F2F,3,80,T R,12:30PM,1:45PM,CO 300
10947,ARCH,ARCH 1016,Melnyk (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,CO 401
10948,ARCH,ARCH 1016,Shaver (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,BURCH 000D
10949,ARCH,ARCH 1016,Gartner (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,CO 406
10950,ARCH,ARCH 1016,Pritchett (ARCH),Foundation Design Laboratory,F2F,6,22,M W F,8:00AM,11:50AM,CO 200
10951,ARCH,ARCH 1016,Daniel (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,CO 301
10952,ARCH,ARCH 1016,Hernandez (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,CO 305
10953,ARCH,ARCH 1016,Green (ARCH),Foundation Design Laboratory,F2F,6,22,M W F,8:00AM,11:50AM,CO 406
10954,ARCH,ARCH 1016,Garcia Carrasco (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,CO 402
10955,ARCH,ARCH 1016,Cook (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,CO 302
10956,ARCH,ARCH 1016,Vorster (ARCH),Foundation Design Laboratory,F2F,6,21,M W F,8:00AM,11:50AM,CO 101
10957,ARCH,ARCH 1044,Tew (ARCH),Life in the Built Environment,OnlineAsync,3,2000,(ARR),(ARR),(ARR),00X
10958,ARCH,ARCH 2016,Pennell (ARCH),Architecture II,F2F,7,17,M W F,1:25PM,5:15PM,CO 402
10959,ARCH,ARCH 2016,Weiner (ARCH),Architecture II,F2F,7,18,M W F,1:25PM,5:15PM,CO 402
10960,ARCH,ARCH 2016,Bryon (ARCH),Architecture II,F2F,7,22,M W F,1:25PM,5:15PM,CO 200
10961,ARCH,ARCH 2016,de Hahn (ARCH),Architecture II,F2F,7,17,M W F,1:25PM,5:15PM,CO 302
10962,ARCH,ARCH 2016,Tomer (ARCH),Architecture II,F2F,7,16,M W F,1:25PM,5:15PM,CO 305
10963,ARCH,ARCH 2016,Gipe (ARCH),Architecture II,F2F,7,19,M W F,1:25PM,5:15PM,CO 405
10964,ARCH,ARCH 2016,Breitschmid (ARCH),Architecture II,F2F,7,21,M W F,1:25PM,5:15PM,BURCH 000A
21900,ARCH,ARCH 2984,Daniel (ARCH),SS: The Spiral Curriculum,F2F,1,12,(ARR),(ARR),(ARR),00X
21970,ARCH,ARCH 2984,Martin (ARCH),SS: Design Engagement Topics,F2F,3,12,T,9:30AM,12:00PM,BURCH 027
10967,ARCH,ARCH 3016,Galloway (ARCH),Architecture III,F2F,7,0,M W F,1:25PM,5:15PM,CO 301
10968,ARCH,ARCH 3016,Doan (ARCH),Architecture III,F2F,7,130,M W F,1:25PM,5:15PM,CO 301
10971,ARCH,ARCH 3016,McGrath (ARCH),Architecture III,F2F,7,0,M W F,1:25PM,5:15PM,CO 305
10972,ARCH,ARCH 3016,Dugas (ARCH),Architecture III,F2F,7,0,M W F,1:25PM,5:15PM,CO 306
10973,ARCH,ARCH 3016,Zellner Bassett (ARCH),Architecture III,F2F,7,0,M W F,1:25PM,5:15PM,CO 305
10974,ARCH,ARCH 3016,Washco (ARCH),Architecture III,F2F,7,0,M W F,1:25PM,5:15PM,CO 302
10975,ARCH,ARCH 3016,Pittman (ARCH),Architecture III,F2F,7,0,M W F,1:25PM,5:15PM,CO 306
10976,ARCH,ARCH 3046,Pittman (ARCH),Building Assemblies,F2F,2,150,T R,9:30AM,10:45AM,NCB 360
10977,ARCH,ARCH 3054,Galloway (ARCH),Building Analysis,F2F,2,20,T R,3:30PM,4:45PM,CO 301
10978,ARCH,ARCH 3054,Washco (ARCH),Building Analysis,F2F,2,20,T R,3:30PM,4:45PM,CO 301
10979,ARCH,ARCH 3054,Zellner Bassett (ARCH),Building Analysis,F2F,2,20,T R,3:30PM,4:45PM,CO 306
10980,ARCH,ARCH 3054,Dugas (ARCH),Building Analysis,F2F,2,20,T R,3:30PM,4:45PM,CO 406
10982,ARCH,ARCH 3054,Doan (ARCH),Building Analysis,F2F,2,20,T R,3:30PM,4:45PM,CO 305
10984,ARCH,ARCH 3054,McGrath (ARCH),Building Analysis,F2F,2,20,T R,3:30PM,4:45PM,CO 302
10985,ARCH,ARCH 3054,Pittman (ARCH),Building Analysis,F2F,2,20,T R,3:30PM,4:45PM,BURCH 000
10986,ARCH,ARCH 3115,Haney (ARCH),Histories of Architecture,F2F,3,180,T R,11:00AM,12:15PM,HAN 100
11126,ARCH,ARCH 3234,Gipe (ARCH),Top Modules Arch & Praxis,F2F,1,0,M,5:30PM,6:20PM,CO 400
10990,ARCH,ARCH 3514,Melnyk (ARCH),TS: Design Related Media,F2F,3,20,W,5:30PM,8:15PM,BURCH 027
