instructor_id,last_name,dept,gpa,enrollment,withdraw,past_classes,new_classes
Berrios Rodriguez (MUS),Berrios Rodriguez,MUS,3.48,73.87,1.73,15,4
Berrios Rodriguez (PSYC),Berrios Rodriguez,PSYC,4.0,11.0,0.0,1,0
Berry (NR),Berry,NR,3.83,16.83,0.0,6,0
Bertke (PHS),Bertke,PHS,3.69,22.5,0.0,10,0
Bertollo (PSYC),Bertollo,PSYC,3.6,57.0,0.5,2,0
Beske (UAP),Beske,UAP,4.0,10.82,0.0,11,0
Betsky (ARCH),Betsky,ARCH,3.55,27.67,0.56,9,0
Betsky (IDS),Betsky,IDS,3.31,12.0,0.0,1,0
Beverly (AAEC),Beverly,AAEC,2.86,67.5,2.5,2,0
Bezy (EDEL),Bezy,EDEL,4.0,16.0,0.0,1,0
Bhattacharjee (ACIS),Bhattacharjee,ACIS,3.35,22.14,0.0,22,2
Bhattacharjee (BIT),Bhattacharjee,BIT,3.98,12.0,0.0,1,0
Bhattacharya (CS),Bhattacharya,CS,3.32,16.0,1.5,2,1
Bhattacharya (ECE),Bhattacharya,ECE,3.32,37.0,1.0,1,1
Bianchi (HUM),Bianchi,HUM,3.5,33.0,0.0,1,0
Bianco (HTM),Bianco,HTM,3.08,35.2,1.2,5,0
Bianco (MGT),Bianco,MGT,3.02,47.75,2.0,4,0
Biase (ALS),Biase,ALS,2.74,103.0,3.0,1,0
Biase (APSC),Biase,APSC,3.91,11.25,0.0,4,1
Bieri (REAL),Bieri,REAL,3.33,138.4,2.0,5,1
Bieri (SPIA),Bieri,SPIA,3.87,8.5,0.0,2,1
Bieri (UAP),Bieri,UAP,3.5,31.38,0.25,8,2
Bigler (MUS),Bigler,MUS,3.65,23.0,0.19,16,3
Bigler (PSYC),Bigler,PSYC,4.0,11.0,0.0,1,0
Bilgic (HIST),Bilgic,HIST,3.76,32.0,0.0,2,0
Bilgic (IS),Bilgic,IS,4.0,13.5,0.0,2,0
Bilgic (PSCI),Bilgic,PSCI,3.93,28.5,0.0,2,0
Bilgic (RLCL),Bilgic,RLCL,3.92,13.8,0.0,5,0
Billingsley (EDCI),Billingsley,EDCI,3.82,18.44,0.0,16,2
Billingsley (FIN),Billingsley,FIN,3.24,27.94,0.47,17,5
Binev (IS),Binev,IS,3.22,9.5,0.0,4,0
Binev (PSCI),Binev,PSCI,3.28,41.67,0.67,12,0
Biscotte (CEE),Biscotte,CEE,3.47,47.3,0.0,10,2
Biscotte (EDEP),Biscotte,EDEP,3.9,11.67,0.0,3,0
Biscotte (UNIV),Biscotte,UNIV,3.82,32.0,0.0,1,0
Bish (ISE),Bish,ISE,3.55,30.0,1.5,10,0
Bishop (MINE),Bishop,MINE,3.66,22.2,0.2,5,1
Biswas (GEOG),Biswas,GEOG,3.57,28.0,1.0,1,0
Biswas (MATH),Biswas,MATH,2.82,32.75,1.75,24,1
Bitar (ARCH),Bitar,ARCH,3.71,10.0,0.56,9,0
Bitter (JMC),Bitter,JMC,3.57,20.0,0.0,1,0
Biviano (EDCI),Biviano,EDCI,3.96,11.5,0.0,2,0
Bixler (SPAN),Bixler,SPAN,3.5,14.17,0.0,6,0
Black (AOE),Black,AOE,3.67,14.12,0.12,17,0
Black (ECE),Black,ECE,2.56,54.0,2.0,4,0
Blackard (MUS),Blackard,MUS,3.97,10.5,0.0,2,0
Blackburn (TA),Blackburn,TA,3.95,12.0,0.67,3,1
Blackowski (ENGE),Blackowski,ENGE,3.62,70.25,0.5,4,0
Blair (CEE),Blair,CEE,3.68,33.0,0.0,1,0
Blair (UNIV),Blair,UNIV,3.82,20.33,0.0,3,0
Blanc (COS),Blanc,COS,3.84,50.56,0.0,16,0
Blanchard (ART),Blanchard,ART,3.77,11.17,0.17,18,4
Blecher (PHYS),Blecher,PHYS,3.58,11.0,1.0,1,0
Bliss (ENGL),Bliss,ENGL,3.28,14.88,1.75,8,0
Bliss (FIW),Bliss,FIW,3.92,14.0,1.0,1,0
Blood (FREC),Blood,FREC,3.45,23.0,2.0,1,0
Bloomer (ENGL),Bloomer,ENGL,3.35,17.95,0.93,44,4
Bloomer (PHYS),Bloomer,PHYS,3.41,94.0,1.0,1,0
Blouin-Genest (IS),Blouin-Genest,IS,3.61,20.0,0.0,2,0
Blouin-Genest (PSCI),Blouin-Genest,PSCI,3.4,19.0,0.0,2,0
Bluey (BC),Bluey,BC,3.16,41.0,0.0,3,3
Bluey (MGT),Bluey,MGT,3.09,49.33,0.44,18,0
Bodenhorn (EDCO),Bodenhorn,EDCO,4.0,6.33,0.0,3,0
Bodnar (GEOS),Bodnar,GEOS,3.88,7.0,0.0,7,2
Bodnar (UH),Bodnar,UH,4.0,30.0,0.0,1,0
Boer (PHYS),Boer,PHYS,3.93,22.5,0.5,2,0
Boes (ME),Boes,ME,2.14,36.0,0.0,1,0
Bogers (BMVS),Bogers,BMVS,3.72,5.5,0.0,2,1
Bohannon (LAR),Bohannon,LAR,3.45,25.91,0.64,11,0
Bohland (GIA),Bohland,GIA,3.94,5.0,0.0,1,0
Bohland (IS),Bohland,IS,3.63,16.6,0.4,5,1
Bohland (PSCI),Bohland,PSCI,3.54,24.33,0.17,6,1
Bohler Jr (ALS),Bohler Jr,ALS,3.0,17.75,0.5,4,0
Bohn (ME),Bohn,ME,2.76,17.15,0.44,39,3
Boker (AOE),Boker,AOE,3.49,7.25,0.0,4,0
Boker (ECE),Boker,ECE,3.43,36.14,0.93,14,0
Boker (ME),Boker,ME,3.5,6.5,0.0,2,0
Bolding (FREC),Bolding,FREC,2.91,17.21,0.29,14,0
Bolen (PHIL),Bolen,PHIL,3.54,39.5,0.0,2,0
Boljonis (PSYC),Boljonis,PSYC,3.55,54.0,0.0,1,0
Bolton (ESM),Bolton,ESM,2.66,60.5,12.25,4,1
Bond (COMM),Bond,COMM,3.88,18.62,0.12,8,0
Bond (EDIT),Bond,EDIT,4.0,6.0,0.0,1,1
Bond (NR),Bond,NR,3.99,10.4,0.0,10,1
Bond (SBIO),Bond,SBIO,3.08,19.0,0.5,4,0
Bondy (FL),Bondy,FL,3.94,5.0,0.0,1,0
Bondy (WGS),Bondy,WGS,3.76,32.0,0.11,9,0
Bookhultz (STAT),Bookhultz,STAT,3.64,35.5,1.5,2,0
Boone (MATH),Boone,MATH,2.26,27.5,8.0,2,0
Boor (COMM),Boor,COMM,3.33,19.39,0.19,36,4
Boren (ME),Boren,ME,2.6,62.0,3.0,1,0
Boreyko (ESM),Boreyko,ESM,3.11,23.67,0.33,3,1
Boreyko (ME),Boreyko,ME,3.32,34.75,0.0,4,1
Borggaard (MATH),Borggaard,MATH,3.55,11.45,0.09,11,0
Borgoltz (AOE),Borgoltz,AOE,3.36,114.0,0.75,8,1
Bork (LAR),Bork,LAR,3.08,12.5,0.0,2,0
Boroujerdi (GIA),Boroujerdi,GIA,3.57,10.0,0.0,1,0
Borowski (ART),Borowski,ART,3.69,13.26,0.11,19,3
Boroyevich (ECE),Boroyevich,ECE,3.38,18.0,0.0,1,0
Bortner (CHE),Bortner,CHE,3.27,27.44,0.44,9,0
Bortner (MACR),Bortner,MACR,4.0,7.0,0.0,1,1
Borunda Monsivais (ARCH),Borunda Monsivais,ARCH,3.89,14.75,0.0,4,1
Bosch (AAEC),Bosch,AAEC,2.92,39.0,0.0,2,1
Bosch (ALS),Bosch,ALS,3.62,12.0,0.0,2,1
Bosch (WATR),Bosch,WATR,3.29,23.0,0.0,1,1
Bose (ECON),Bose,ECON,3.08,79.31,0.62,13,1
Boudreau (ENGL),Boudreau,ENGL,3.1,17.33,0.17,6,0
Bouhafara (MATH),Bouhafara,MATH,2.26,25.17,7.17,6,0
Boutwell (SOC),Boutwell,SOC,3.39,117.5,1.0,2,2
Bovay (AAEC),Bovay,AAEC,3.58,11.0,0.0,1,0
Bowden (BIT),Bowden,BIT,3.23,61.5,0.69,16,0
Bowen (CHEM),Bowen,CHEM,2.61,47.29,4.59,17,19
Bowen (EDCI),Bowen,EDCI,3.98,6.17,0.0,6,1
Bowen (FIN),Bowen,FIN,3.16,34.8,0.2,5,0
Bowen (MS),Bowen,MS,3.71,30.38,0.0,8,6
Bowen (MUS),Bowen,MUS,3.24,12.0,0.25,8,2
Bowers (NEUR),Bowers,NEUR,3.5,29.67,1.0,9,0
Bowers (PHIL),Bowers,PHIL,3.81,62.38,0.38,8,2
Bowers (TBMH),Bowers,TBMH,4.0,6.0,0.0,1,0
Bowman (CS),Bowman,CS,3.68,18.4,0.0,5,1
Boyer (CHE),Boyer,CHE,4.0,5.0,0.0,1,0
Boyer (FST),Boyer,FST,3.61,14.67,0.0,3,0
Boyer (GEOG),Boyer,GEOG,3.58,751.69,52.69,16,2
Boyer (GRAD),Boyer,GRAD,4.0,41.0,0.0,1,0
Boyer (HNFE),Boyer,HNFE,4.0,14.0,0.0,1,0
Boyer (MUS),Boyer,MUS,4.0,8.0,0.0,1,0
Boyer (PHYS),Boyer,PHYS,3.41,94.0,1.0,1,0
Boyer (PSYC),Boyer,PSYC,4.0,6.0,0.0,2,0
Boyette (MGT),Boyette,MGT,3.84,16.5,0.5,2,4
Boyette (PSYC),Boyette,PSYC,3.94,19.0,0.0,1,0
Boykin (HD),Boykin,HD,3.97,10.0,0.0,1,0
Boylan (MGT),Boylan,MGT,3.56,47.0,1.0,2,0
Boyle (CRIM),Boyle,CRIM,3.64,33.0,0.0,4,0
Boyle (REAL),Boyle,REAL,3.19,63.42,0.42,19,0
Braaten (ARCH),Braaten,ARCH,3.87,7.46,0.0,13,0
Bradburn (HD),Bradburn,HD,3.71,14.62,0.75,8,1
Bradford (ALS),Bradford,ALS,3.07,92.4,0.6,5,0
Bradford (APSC),Bradford,APSC,3.59,68.67,0.0,3,0
Bradley (APSC),Bradley,APSC,3.72,45.0,0.5,2,0
Bradley (ECON),Bradley,ECON,2.64,28.0,2.75,4,0
Bradley (EDCI),Bradley,EDCI,3.99,14.8,0.0,10,2
Bradley (MN),Bradley,MN,3.66,26.62,0.0,8,0
Brand (CEE),Brand,CEE,3.48,14.59,0.08,37,8
Brand (EDCI),Brand,EDCI,3.97,11.32,0.0,19,1
Brand (ME),Brand,ME,3.99,7.5,0.0,2,0
Brandon (CEE),Brandon,CEE,3.37,18.0,0.0,14,0
Branscome (CEE),Branscome,CEE,3.79,133.0,0.0,1,1
Brantly (BIT),Brantly,BIT,3.79,13.86,0.14,7,2
Brantly (CS),Brantly,CS,3.69,20.33,0.33,6,2
Brantly (IS),Brantly,IS,3.69,11.33,0.83,6,1
Brantly (PSCI),Brantly,PSCI,3.63,14.0,0.23,13,3
Braswell (BIOL),Braswell,BIOL,2.41,224.0,12.0,1,0
Bratton (HTM),Bratton,HTM,3.69,9.67,0.0,6,0
Breaux (PSYC),Breaux,PSYC,3.8,19.14,0.0,7,0
Bredenkamp (PAPA),Bredenkamp,PAPA,3.91,11.27,0.0,15,2
Breitschmid (ARCH),Breitschmid,ARCH,3.63,18.9,0.1,20,4
Breitwieser (WGS),Breitwieser,WGS,3.2,36.0,0.0,3,0
Brem (PSYC),Brem,PSYC,3.67,14.62,0.12,8,0
Breslau (STS),Breslau,STS,3.66,19.56,0.0,9,2
Bressin (UNIV),Bressin,UNIV,3.69,43.67,0.33,3,0
Breuer (ECON),Breuer,ECON,3.54,16.62,0.88,8,1
Brieant (PSYC),Brieant,PSYC,3.34,56.0,1.0,1,0
Briganti (UNIV),Briganti,UNIV,4.0,24.0,0.0,1,0
Briggs (HUM),Briggs,HUM,3.77,27.0,0.2,5,0
Brimmer (WGS),Brimmer,WGS,3.86,28.33,1.0,3,1
Brinberg (MKTG),Brinberg,MKTG,3.88,61.62,0.07,29,0
Brinkman (HIST),Brinkman,HIST,3.31,32.12,0.5,8,0
Brinkman (STS),Brinkman,STS,3.08,10.5,0.0,4,0
Brinkmann (EDEL),Brinkmann,EDEL,3.97,12.0,0.0,10,1
Briscoe (PSCI),Briscoe,PSCI,3.32,21.5,0.5,2,0
Britt (ENGL),Britt,ENGL,3.27,10.0,1.0,1,0
Britt (JUD),Britt,JUD,3.32,7.5,0.0,2,1
Britt (RLCL),Britt,RLCL,3.5,15.43,0.43,7,1
Brizzolara (AOE),Brizzolara,AOE,3.46,17.33,0.33,9,7
Broadwell (AAEC),Broadwell,AAEC,3.32,24.33,0.33,3,0
Brock (SPIA),Brock,SPIA,3.48,9.0,0.0,1,0
Bronson (ENGL),Bronson,ENGL,3.74,19.0,0.0,1,2
Brooks (ENGL),Brooks,ENGL,3.76,19.5,0.0,4,0
Brooks (FIW),Brooks,FIW,3.42,21.0,0.0,3,0
Brooks (MATH),Brooks,MATH,2.35,24.83,2.98,47,0
Brooks (PHYS),Brooks,PHYS,3.41,94.0,1.0,1,0
Brophy (HTM),Brophy,HTM,3.63,42.6,0.2,5,4
Brousseau (FIW),Brousseau,FIW,3.82,98.0,0.0,1,0
Brousseau (NR),Brousseau,NR,3.93,15.0,0.0,1,0
Brown (ACIS),Brown,ACIS,3.56,16.33,0.0,3,0
Brown (AFST),Brown,AFST,3.37,15.8,0.0,5,0
Brown (AOE),Brown,AOE,3.4,14.82,0.09,22,6
Brown (BCHM),Brown,BCHM,3.87,14.19,0.12,16,1
Brown (BIOL),Brown,BIOL,3.8,13.67,0.0,6,0
Brown (CMDA),Brown,CMDA,3.92,6.86,0.0,7,0
Brown (COMM),Brown,COMM,3.57,17.93,0.07,15,0
Brown (CS),Brown,CS,3.91,50.5,0.0,2,1
Brown (CSES),Brown,CSES,2.71,30.5,0.0,2,0
Brown (ENGL),Brown,ENGL,3.29,17.59,0.65,17,4
Brown (GRAD),Brown,GRAD,4.0,5.0,0.0,1,1
Brown (HNFE),Brown,HNFE,3.14,15.0,0.0,1,0
Brown (NR),Brown,NR,3.71,8.5,0.0,2,0
Brown (PSYC),Brown,PSYC,4.0,35.0,0.0,3,0
Brown (SOC),Brown,SOC,3.3,40.0,0.43,7,0
Brown (UH),Brown,UH,4.0,13.0,0.0,1,0
Brown (UNIV),Brown,UNIV,3.02,16.6,0.0,5,0
Brown (WGS),Brown,WGS,2.71,17.0,0.0,1,0
Broyden (ENGL),Broyden,ENGL,3.52,17.0,0.0,2,0
Bruce (ALS),Bruce,ALS,3.54,31.29,0.0,7,0
Bruce (FST),Bruce,FST,3.49,24.67,0.33,6,2
Bruce (PSYC),Bruce,PSYC,3.69,37.29,0.0,7,0
Bruce (UNIV),Bruce,UNIV,3.51,50.25,0.0,4,0
Brunner (FREC),Brunner,FREC,4.0,10.25,0.0,4,0
Brunsma (SOC),Brunsma,SOC,3.63,80.25,1.88,8,1
Bryon (ARCH),Bryon,ARCH,3.46,14.46,0.07,28,5
Buck (BIT),Buck,BIT,3.44,10.5,0.0,2,0
Buckner Ducharme (CLA),Buckner Ducharme,CLA,3.18,21.5,0.75,4,2
Buckner Ducharme (RLCL),Buckner Ducharme,RLCL,3.34,8.25,0.25,4,2
Buckwalter (FIW),Buckwalter,FIW,3.08,34.0,1.0,1,0
Buckwalter (GEOG),Buckwalter,GEOG,2.99,30.0,1.0,1,0
Buczynski (NEUR),Buczynski,NEUR,3.61,51.92,0.33,12,2
Budhu (ECE),Budhu,ECE,3.08,12.5,1.0,2,2
Buehler (SPIA),Buehler,SPIA,3.82,29.0,0.0,1,0
Buehler (UAP),Buehler,UAP,3.89,9.1,0.0,21,1
Buehlmann (FREC),Buehlmann,FREC,3.73,18.0,0.0,1,0
Buehlmann (SBIO),Buehlmann,SBIO,3.3,11.92,0.17,12,2
Buehrer (ECE),Buehrer,ECE,3.49,20.55,0.36,11,2
Buengel (MGT),Buengel,MGT,3.21,32.77,0.27,30,4
Bugh (HIST),Bugh,HIST,2.89,19.38,1.25,16,2
Bugh (UH),Bugh,UH,4.0,32.0,0.0,1,0
Bukvic (GEOG),Bukvic,GEOG,3.85,11.0,0.07,14,3
Bukvic (IDS),Bukvic,IDS,3.65,15.0,1.0,1,0
Bukvic (MUS),Bukvic,MUS,3.63,12.25,0.12,8,1
Bukvic (NR),Bukvic,NR,3.57,8.0,0.0,2,0
Bulka (MATH),Bulka,MATH,1.78,18.67,17.67,6,0
Bulka (PHYS),Bulka,PHYS,3.41,94.0,1.0,1,0
Bump (CHEM),Bump,CHEM,2.78,136.3,20.83,23,2
Burbey (CEE),Burbey,CEE,3.18,5.0,0.0,1,0
Burbey (GEOS),Burbey,GEOS,3.09,11.5,0.0,6,0
Burcham (ARCH),Burcham,ARCH,3.92,7.0,0.5,2,0
Burchett (MS),Burchett,MS,3.39,27.5,0.0,12,0
Burdisso (ME),Burdisso,ME,3.33,58.67,3.33,6,0
Burgos (ECE),Burgos,ECE,3.8,7.8,0.0,5,2
Burgoyne (MSE),Burgoyne,MSE,3.8,51.0,0.0,9,3
Burkette (HIST),Burkette,HIST,3.27,25.33,1.33,3,0
Burkette (IS),Burkette,IS,3.67,19.17,0.0,6,0
Burkette (MN),Burkette,MN,3.46,36.5,0.0,2,0
Burkette (PHIL),Burkette,PHIL,3.54,28.0,0.0,2,0
Burkette (PSCI),Burkette,PSCI,3.44,17.33,0.0,6,0
Burkhart (FREC),Burkhart,FREC,3.32,9.33,0.67,3,0
Burleson (JMC),Burleson,JMC,3.32,21.0,1.0,1,0
Burleson (MATH),Burleson,MATH,2.55,31.2,5.33,15,2
Burnham-Hull (TA),Burnham-Hull,TA,2.38,12.0,2.0,1,0
Burns (EDCI),Burns,EDCI,3.92,27.33,0.0,3,0
Burns (HD),Burns,HD,3.89,9.0,0.0,3,0
Burns (MATH),Burns,MATH,3.64,14.83,0.25,12,0
Burns (PSYC),Burns,PSYC,3.69,43.5,1.0,2,0
Burns (UAP),Burns,UAP,3.99,11.57,0.0,7,0
Burroughs (SOC),Burroughs,SOC,3.85,30.0,0.0,3,1
Burton (AS),Burton,AS,3.79,54.64,0.0,14,0
Burton (SPAN),Burton,SPAN,3.52,21.0,0.0,1,2
Bush (PSYC),Bush,PSYC,3.55,24.75,0.5,4,0
Bush (SBIO),Bush,SBIO,3.13,19.15,0.38,26,3
Butler (AOE),Butler,AOE,3.25,15.5,1.0,2,0
Butler (CS),Butler,CS,3.63,54.14,0.0,7,2
Butler (ENGE),Butler,ENGE,3.52,53.2,0.4,15,0
Butt (CS),Butt,CS,3.62,46.64,2.09,11,0
Buyuktahtakin Toy (ISE),Buyuktahtakin Toy,ISE,3.46,62.5,0.0,2,1
Buzzek (ENGL),Buzzek,ENGL,3.8,19.0,0.0,4,0
Byers (WGS),Byers,WGS,3.86,35.0,0.0,2,0
Byg (IS),Byg,IS,3.31,5.0,0.0,2,0
Byg (PSCI),Byg,PSCI,3.39,27.0,1.0,6,1
Byg (UAP),Byg,UAP,3.77,11.5,0.5,2,1
Byram (FIN),Byram,FIN,3.09,32.33,1.08,12,0
Byrd (CRIM),Byrd,CRIM,3.6,39.0,0.0,1,0
Byrd (SOC),Byrd,SOC,3.8,50.0,0.25,16,0
Cabezon Otero (FIN),Cabezon Otero,FIN,2.93,29.2,0.2,5,3
Cabral (SPAN),Cabral,SPAN,1.84,15.0,0.0,1,0
Caddick (GEOS),Caddick,GEOS,3.53,10.0,0.12,17,0
Cade (AS),Cade,AS,3.95,18.25,0.0,4,2
Cadot (AAEC),Cadot,AAEC,3.81,42.71,0.1,21,0
Cahen (UAP),Cahen,UAP,3.76,22.4,0.0,5,0
Cai (ECON),Cai,ECON,3.26,47.5,1.0,2,0
Cai (MSE),Cai,MSE,3.36,33.15,0.31,13,6
Calasanti (SOC),Calasanti,SOC,3.75,5.4,0.0,5,0
Calder (PHS),Calder,PHS,3.79,23.29,0.0,7,0
Calder (VM),Calder,VM,3.67,6.0,0.0,1,0
Calderwood (PSYC),Calderwood,PSYC,3.83,29.6,0.1,10,2
Caldwell (MUS),Caldwell,MUS,3.52,16.5,0.33,6,0
Callahan (CRIM),Callahan,CRIM,3.63,48.5,0.0,2,0
Callahan (NR),Callahan,NR,3.84,11.0,0.0,2,0
Callahan (SOC),Callahan,SOC,3.64,81.0,0.0,1,0
Calle (MATH),Calle,MATH,2.42,28.67,5.78,18,0
Calvert (FST),Calvert,FST,3.71,8.0,1.0,1,0
Camacho Carvajal (UH),Camacho Carvajal,UH,3.94,5.0,0.0,2,0
Camelio (ISE),Camelio,ISE,3.83,69.2,0.2,5,0
Cameron (CS),Cameron,CS,3.57,21.14,0.57,7,1
Campbell (ALS),Campbell,ALS,3.18,6.33,0.0,3,0
Campbell (APSC),Campbell,APSC,3.81,14.33,0.0,3,0
Campbell (BIOL),Campbell,BIOL,3.32,14.5,0.25,4,0
Campbell (GEOG),Campbell,GEOG,3.5,14.94,0.12,16,0
Campbell (GEOS),Campbell,GEOS,3.34,5.0,0.0,1,0
Cana Jimenez (FL),Cana Jimenez,FL,3.62,5.5,0.0,2,0
Cana Jimenez (SPAN),Cana Jimenez,SPAN,3.48,17.14,0.29,7,0
Canfield (AOE),Canfield,AOE,3.28,25.57,0.07,14,0
Canizares (ARCH),Canizares,ARCH,3.9,6.0,0.0,1,0
Cannon (COMM),Cannon,COMM,3.65,20.15,0.23,13,0
Cannon (PR),Cannon,PR,3.82,13.25,0.0,4,0
Canter (ENGL),Canter,ENGL,3.24,26.81,0.38,42,4
Cao (BMES),Cao,BMES,3.71,7.0,0.0,1,0
Cao (CS),Cao,CS,3.32,60.71,3.19,21,4
Cao (MATH),Cao,MATH,3.84,11.0,0.0,1,0
Capelluto (BIOL),Capelluto,BIOL,3.26,12.5,0.36,14,0
Capelluto (BMSP),Capelluto,BMSP,4.0,7.0,0.0,1,0
Capers (UAP),Capers,UAP,3.84,9.0,0.0,2,0
Capers III (UAP),Capers III,UAP,4.0,16.0,0.0,1,0
Capone (FR),Capone,FR,3.18,16.2,0.6,5,0
Caraccioli (ASPT),Caraccioli,ASPT,3.92,8.0,0.0,6,1
Caraccioli (IS),Caraccioli,IS,3.86,19.5,0.0,2,0
Caraccioli (PSCI),Caraccioli,PSCI,3.43,48.6,1.6,5,1
Carey (BIOL),Carey,BIOL,3.03,17.0,0.0,8,0
Carlier (CHEM),Carlier,CHEM,3.25,32.62,1.25,8,0
Carlson (MGT),Carlson,MGT,3.53,25.21,0.18,28,0
Carlton-Smith (PSYC),Carlton-Smith,PSYC,3.66,38.33,0.33,3,0
Carmichael (ENGL),Carmichael,ENGL,3.72,19.71,0.29,14,1
Carmichael (PSYC),Carmichael,PSYC,4.0,8.0,0.0,2,0
Carmichael (RLCL),Carmichael,RLCL,3.94,5.0,0.0,2,0
Carmichael (SOC),Carmichael,SOC,3.85,8.38,0.0,8,0
Carneal (RED),Carneal,RED,3.17,76.0,0.0,1,0
Carolan (HTM),Carolan,HTM,3.87,7.0,0.0,1,1
Carper (ALCE),Carper,ALCE,3.56,33.67,0.0,6,0
Carper (ALS),Carper,ALS,3.48,16.5,0.0,2,0
Carper (ISE),Carper,ISE,3.64,42.58,0.11,19,3
Carracedo Rodriguez (GEOG),Carracedo Rodriguez,GEOG,2.87,31.0,0.0,1,0
Carracedo Rodriguez (MATH),Carracedo Rodriguez,MATH,2.65,22.89,3.05,19,1
Carracedo Rodriguez (PHYS),Carracedo Rodriguez,PHYS,3.41,94.0,1.0,1,0
Carriker (MS),Carriker,MS,3.5,27.12,0.0,8,0
Carroll (GEOG),Carroll,GEOG,3.69,37.0,0.05,41,4
Carroll (MTRG),Carroll,MTRG,4.0,20.0,0.0,1,0
Carstensen (GEOG),Carstensen,GEOG,3.28,19.87,0.39,31,0
Carter (FIW),Carter,FIW,2.68,68.0,1.0,2,0
Carter (FREC),Carter,FREC,3.35,24.42,0.33,12,2
Carter (GEOG),Carter,GEOG,2.87,31.0,0.0,1,0
Carter (PAPA),Carter,PAPA,3.9,14.0,0.0,1,0
Carter (PSYC),Carter,PSYC,3.61,55.0,0.0,2,0
Carter-Tod (ENGL),Carter-Tod,ENGL,3.8,9.5,0.0,6,0
Caruso (EDCI),Caruso,EDCI,4.0,13.0,0.0,2,0
Caruso (FIW),Caruso,FIW,3.41,13.67,0.33,3,0
Caruso (MATH),Caruso,MATH,2.08,18.0,4.0,1,0
Casali (ISE),Casali,ISE,3.5,11.0,0.12,8,0
Case (CEE),Case,CEE,3.41,29.75,0.08,12,1
Case (ENGE),Case,ENGE,3.61,38.75,0.0,4,0
Case (ESM),Case,ESM,3.54,13.9,0.3,10,0
Case (IS),Case,IS,2.79,16.0,1.0,1,0
Case (JUD),Case,JUD,3.18,14.0,0.0,2,0
Case (RLCL),Case,RLCL,3.14,17.75,0.5,4,0
Case Pease (HD),Case Pease,HD,3.64,27.92,0.17,12,2
Casey (CEE),Casey,CEE,2.84,39.0,0.0,2,5
Casey (REAL),Casey,REAL,2.49,40.0,0.0,1,1
Cash (EDEL),Cash,EDEL,3.97,13.0,0.0,14,2
Cassinelli (ENGL),Cassinelli,ENGL,3.73,9.0,0.0,9,0
Cassinelli (SOC),Cassinelli,SOC,3.22,16.0,0.0,1,0
Cassinelli (WGS),Cassinelli,WGS,3.69,18.78,0.33,9,0
Castello (FIW),Castello,FIW,3.31,10.0,0.0,5,0
Casto (ART),Casto,ART,3.44,15.5,0.0,2,0
Casto (ITDS),Casto,ITDS,3.35,30.6,0.2,5,0
Caswell (BMVS),Caswell,BMVS,4.0,12.33,0.0,9,0
Catalano (EDHE),Catalano,EDHE,3.97,13.42,0.0,12,2
Cate (PSYC),Cate,PSYC,3.82,43.15,0.0,13,0
Cazeaux (CMDA),Cazeaux,CMDA,3.34,8.0,2.0,1,0
Cennamo (EDIT),Cennamo,EDIT,3.88,7.17,0.0,12,0
Centeno (ECE),Centeno,ECE,2.87,50.47,2.4,15,2
Cerezo Menegay (GEOG),Cerezo Menegay,GEOG,3.57,28.0,1.0,1,0
Cerezo Menegay (MATH),Cerezo Menegay,MATH,2.6,33.85,3.53,34,0
Ceriani (ENGL),Ceriani,ENGL,3.35,18.0,0.14,7,0
Chakraborty (ENGE),Chakraborty,ENGE,3.53,32.5,0.5,2,0
Chakravarti (MKTG),Chakravarti,MKTG,3.7,5.0,0.0,2,1
Chambers (ENGE),Chambers,ENGE,3.5,56.25,0.19,32,2
Chambraud (HIST),Chambraud,HIST,3.67,47.0,0.33,3,1
Chan (ECON),Chan,ECON,3.16,36.0,0.0,1,1
Chandler-Smith (AFST),Chandler-Smith,AFST,3.26,7.33,0.0,3,0
Chandler-Smith (ENGL),Chandler-Smith,ENGL,3.49,10.91,0.18,11,1
Chang (CHN),Chang,CHN,3.64,14.06,0.2,35,4
Chang (CS),Chang,CS,3.46,34.0,0.0,1,0
Chang (ESM),Chang,ESM,2.93,72.22,6.38,32,0
Chang (HNFE),Chang,HNFE,3.94,26.86,0.07,14,2
Chang (ME),Chang,ME,3.42,59.6,1.2,5,0
Chang (PHYS),Chang,PHYS,2.98,29.96,0.29,28,0
Chantem (ECE),Chantem,ECE,3.6,42.69,0.31,13,2
Chapman (GEOS),Chapman,GEOS,4.0,6.0,0.0,3,1
Chappell (TBMH),Chappell,TBMH,3.98,12.0,0.0,1,0
Charles (CS),Charles,CS,3.67,28.81,2.25,16,1
Charney (CEE),Charney,CEE,3.44,14.33,0.0,9,0
Chatham (UNIV),Chatham,UNIV,3.46,29.4,0.0,5,0
Chaves Didier (FIW),Chaves Didier,FIW,3.98,15.5,0.0,2,1
Chaxel (MKTG),Chaxel,MKTG,3.64,19.75,0.0,4,0
Chekili (PSYC),Chekili,PSYC,3.97,9.0,0.0,1,1
Chen (AAEC),Chen,AAEC,3.64,12.0,0.0,8,5
Chen (BSE),Chen,BSE,3.53,11.0,0.0,5,0
Chen (CS),Chen,CS,3.59,35.58,0.33,12,2
Chen (ECON),Chen,ECON,3.69,8.5,0.0,2,0
Chen (ISE),Chen,ISE,3.6,32.6,0.0,10,1
Chen (MATH),Chen,MATH,2.21,22.14,6.0,7,0
